"p","s_count","o_count","t","card","inverseCard"
"http://dbpedia.org/property/undocked",3,3,3,1,1
"http://dbpedia.org/property/unsigneddate",3,3,3,1,1
"http://dbpedia.org/property/vicechancellor",2,2,2,1,1
"http://dbpedia.org/property/webtalkePage",1,1,1,1,1
"http://dbpedia.org/property/wildland",31,15,33,1,2
"http://dbpedia.org/property/session6Start",6,6,6,1,1
"http://dbpedia.org/property/souln",23,13,23,1,1
"http://dbpedia.org/property/speedAlt",2,2,2,1,1
"http://dbpedia.org/property/stat25label",9,5,9,1,1
"http://dbpedia.org/property/stat32value",9,9,9,1,1
"http://dbpedia.org/property/staticImageRef",8,8,8,1,1
"http://dbpedia.org/property/subdivisionType1Ram",1,1,1,1,1
"http://dbpedia.org/property/sublassis",1,1,1,1,1
"http://dbpedia.org/property/testwon",438,7,440,1,62
"http://dbpedia.org/property/rallies",2,2,2,1,1
"http://dbpedia.org/property/rd",22629,3976,109723,4,27
"http://dbpedia.org/property/recipes",1,1,1,1,1
"http://dbpedia.org/property/reoccurrence",1,1,1,1,1
"http://dbpedia.org/property/rev3Ps",2,2,2,1,1
"http://dbpedia.org/property/row104Color",1,1,1,1,1
"http://dbpedia.org/property/schoolcolors",13,14,14,1,1
"http://dbpedia.org/property/season7Minutes",8,8,8,1,1
"http://dbpedia.org/property/season7PlayoffGoalsAgainst",4,4,4,1,1
"http://dbpedia.org/property/pads",78,6,78,1,13
"http://dbpedia.org/property/paralympicStadium",27,28,30,1,1
"http://dbpedia.org/property/parishSpecial",30,42,49,1,1
"http://dbpedia.org/property/peak13c",4,4,4,1,1
"http://dbpedia.org/property/percentUrban",181,154,181,1,1
"http://dbpedia.org/property/personalFortune",1,1,1,1,1
"http://dbpedia.org/property/plane2Tailnum",61,60,61,1,1
"http://dbpedia.org/property/multipleWorking",3,2,3,1,1
"http://dbpedia.org/property/nextunho",33,18,33,1,1
"http://dbpedia.org/property/nieces/nephews",195,339,612,3,1
"http://dbpedia.org/property/nlifeN",1,1,1,1,1
"http://dbpedia.org/property/note11NudgeDown",2,2,2,1,1
"http://dbpedia.org/property/numberOfAnchorsTenants",2,2,2,1,1
"http://dbpedia.org/property/obverseLabel",1,1,1,1,1
"http://dbpedia.org/property/ordinal4Fs",6,9,25,4,2
"http://dbpedia.org/property/ordinal5Fs",6,8,27,4,3
"http://dbpedia.org/property/otherNotableStudentsStudents",1,1,1,1,1
"http://dbpedia.org/property/type1alle2freq",16,14,16,1,1
"http://dbpedia.org/property/week1111Color",47,2,66,1,33
"http://dbpedia.org/property/zugsicherung",10,5,16,1,3
"http://dbpedia.org/property/siblings.",1,1,1,1,1
"http://dbpedia.org/property/staffWriters",7,11,11,1,1
"http://dbpedia.org/property/stasticImageWidth",1,1,1,1,1
"http://dbpedia.org/property/sur",2,2,2,1,1
"http://dbpedia.org/property/rd5b",50,3,50,1,16
"http://dbpedia.org/property/rivalrygame",14,2,14,1,7
"http://dbpedia.org/property/row152Text",1,1,1,1,1
"http://dbpedia.org/property/russianoldname",8,8,8,1,1
"http://dbpedia.org/property/pieDeImagen",2,2,2,1,1
"http://dbpedia.org/property/poststation",377,338,425,1,1
"http://dbpedia.org/property/producedAt",1,1,1,1,1
"http://dbpedia.org/property/productionAssistants",2,6,6,3,1
"http://dbpedia.org/property/professionalExperience",1,1,1,1,1
"http://dbpedia.org/property/prop1text",1,5,5,5,1
"http://dbpedia.org/property/nearestCommunity",1,1,1,1,1
"http://dbpedia.org/property/nsorows",2,3,5,2,1
"http://dbpedia.org/property/officeSecretary",1,1,1,1,1
"http://dbpedia.org/property/officeStaff",2,2,2,1,1
"http://dbpedia.org/property/p2aNotes",3,3,3,1,1
"http://dbpedia.org/property/women'sConference",8,7,8,1,1
"http://dbpedia.org/property/yearcend",472,143,472,1,3
"http://www.wikidata.org/entity/P1057c",541,43,541,1,12
"http://dbpedia.org/property/vg",211,12,214,1,17
"http://dbpedia.org/property/head/legs",1,1,1,1,1
"http://dbpedia.org/property/hirakana",1,1,1,1,1
"http://dbpedia.org/property/iffshMax",1,1,1,1,1
"http://dbpedia.org/property/iitube",3,3,3,1,1
"http://dbpedia.org/property/info9b",4,4,4,1,1
"http://dbpedia.org/property/isbn.",1,1,1,1,1
"http://dbpedia.org/property/junMaxC",1,1,1,1,1
"http://dbpedia.org/property/justice4Opinion",16,39,229,14,5
"http://dbpedia.org/property/lachar",21,20,21,1,1
"http://dbpedia.org/property/enhanced",201,3,211,1,70
"http://dbpedia.org/property/finalchamp",93,90,94,1,1
"http://dbpedia.org/property/firstPrimeval",1,4,4,4,1
"http://dbpedia.org/property/gneastTopTens",27,12,27,1,2
"http://dbpedia.org/property/conferenceShort",1242,129,1244,1,9
"http://dbpedia.org/property/cut",640,96,666,1,6
"http://dbpedia.org/property/dateSealed",20,19,20,1,1
"http://dbpedia.org/property/disambiguation",1,1,1,1,1
"http://dbpedia.org/property/doctoralSupervisor",4,5,5,1,1
"http://dbpedia.org/property/dpi",4,7,7,1,1
"http://dbpedia.org/property/dragCoefficient",1,1,1,1,1
"http://dbpedia.org/property/augRecHighC",1,1,1,1,1
"http://dbpedia.org/property/bookingAgent",3,3,3,1,1
"http://dbpedia.org/property/styledefaultBorderbottom",1,1,1,1,1
"http://dbpedia.org/property/team1overs",36,16,36,1,2
"http://dbpedia.org/property/telescope16Name",1,1,1,1,1
"http://dbpedia.org/property/2014Population",1,1,1,1,1
"http://dbpedia.org/property/aj6Concurrencedissent",16,4,16,1,4
"http://dbpedia.org/property/alternatieNames",1,1,1,1,1
"http://dbpedia.org/property/pagBest",4,4,4,1,1
"http://dbpedia.org/property/parti",3,11,18,6,1
"http://dbpedia.org/property/parti10prosentendring",1,1,1,1,1
"http://dbpedia.org/property/patternPants",7,2,7,1,3
"http://dbpedia.org/property/primaryLegislation",12,11,17,1,1
"http://dbpedia.org/property/r5Number",39,15,39,1,2
"http://dbpedia.org/property/col3DataMax",6,5,6,1,1
"http://dbpedia.org/property/constituancyWestminster",1,1,1,1,1
"http://dbpedia.org/property/custom2link",18,4,18,1,4
"http://dbpedia.org/property/eponym",2104,2121,2191,1,1
"http://dbpedia.org/property/factorization",52,9,52,1,5
"http://dbpedia.org/property/generalDirector",7,7,7,1,1
"http://dbpedia.org/property/italianName",38,39,39,1,1
"http://dbpedia.org/property/lastConvRace",3,1,3,1,3
"http://dbpedia.org/property/jrTeam",1,1,1,1,1
"http://dbpedia.org/property/legendYes",1,1,1,1,1
"http://dbpedia.org/property/firstseason",640,124,644,1,5
"http://dbpedia.org/property/footSize",2,2,2,1,1
"http://dbpedia.org/property/headPhysio",1,1,1,1,1
"http://dbpedia.org/property/hills",58,41,58,1,1
"http://dbpedia.org/property/homeSo",5,4,5,1,1
"http://dbpedia.org/property/designation5Free2value",1,1,1,1,1
"http://dbpedia.org/property/epoTeam",5,9,9,1,1
"http://dbpedia.org/property/equityDate",1,1,1,1,1
"http://dbpedia.org/property/averageWeeklyAttendance",1,1,1,1,1
"http://dbpedia.org/property/birthNameLang",1,1,1,1,1
"http://dbpedia.org/property/boxstyleCh",1,1,1,1,1
"http://dbpedia.org/property/carTeam",1,1,1,1,1
"http://dbpedia.org/property/coachPlayers",1,1,1,1,1
"http://dbpedia.org/property/coastGuard",2,1,2,1,2
"http://dbpedia.org/property/xc",1,1,1,1,1
"http://dbpedia.org/property/%3Cbr/%3EirisProducer",1,1,1,1,1
"http://dbpedia.org/property/3rdTeam",229,249,438,1,1
"http://dbpedia.org/property/admitRate",1,1,1,1,1
"http://dbpedia.org/property/afterburningThrustMore",1,1,1,1,1
"http://dbpedia.org/property/alleles",23,5,23,1,4
"http://dbpedia.org/property/altText",12,11,12,1,1
"http://dbpedia.org/property/area1Type",61,33,61,1,1
"http://dbpedia.org/property/asstVicePrincipalForAcademics",1,1,1,1,1
"http://dbpedia.org/property/athlete'sOath",138,139,144,1,1
"http://dbpedia.org/property/reuters",2,1,2,1,2
"http://dbpedia.org/property/season20PlayoffLooseBalls",2,1,2,1,2
"http://dbpedia.org/property/shipCurrentOperator",1,1,1,1,1
"http://dbpedia.org/property/starttime",887,331,3112,3,9
"http://dbpedia.org/property/usatoday",1,1,1,1,1
"http://dbpedia.org/property/deputyminister2Name",30,30,30,1,1
"http://dbpedia.org/property/homeCapt",14,14,14,1,1
"http://dbpedia.org/property/info13a",2,2,2,1,1
"http://dbpedia.org/property/instrumentDatarate",1,1,1,1,1
"http://dbpedia.org/property/herb",180,179,180,1,1
"http://dbpedia.org/property/hm5Exit",345,122,382,1,3
"http://dbpedia.org/property/homeBase",4,5,5,1,1
"http://dbpedia.org/property/houseMajority",8,8,8,1,1
"http://dbpedia.org/property/hqlocmap",4,3,4,1,1
"http://dbpedia.org/property/installations",11,10,11,1,1
"http://dbpedia.org/property/izodImpactStrength",1,1,1,1,1
"http://dbpedia.org/property/laterName",1,1,1,1,1
"http://dbpedia.org/property/era3PropulsionSystem",28,7,28,1,4
"http://dbpedia.org/property/expectedabandonment",12,7,12,1,1
"http://dbpedia.org/property/formerNllTeams",226,59,578,2,9
"http://dbpedia.org/property/giiRank",111,83,111,1,1
"http://dbpedia.org/property/guestStarring",3,5,5,1,1
"http://dbpedia.org/property/headOfSchool",760,756,768,1,1
"http://dbpedia.org/property/conference12Wins",10,3,10,1,3
"http://dbpedia.org/property/currentWinStreak",209,190,216,1,1
"http://dbpedia.org/property/deathCaus",1,1,1,1,1
"http://dbpedia.org/property/directorOfMaintenance",2,2,2,1,1
"http://dbpedia.org/property/draftLink",110,39,110,1,2
"http://dbpedia.org/property/author3Link",11,9,11,1,1
"http://dbpedia.org/property/charges",112,103,142,1,1
"http://dbpedia.org/property/chiefJustice4End",1,1,1,1,1
"http://dbpedia.org/property/statesAndUnionTerritoriesOfIn",1,1,1,1,1
"http://dbpedia.org/property/totalCirculation",501,454,510,1,1
"http://dbpedia.org/property/voicedBy",210,700,1045,4,1
"http://dbpedia.org/property/1upWii",8,4,8,1,2
"http://dbpedia.org/property/adoptiveGranddaughters",1,1,1,1,1
"http://dbpedia.org/property/murders",1,1,1,1,1
"http://dbpedia.org/property/namo",1,1,1,1,1
"http://dbpedia.org/property/pacificChampionshipAppearances",30,13,30,1,2
"http://dbpedia.org/property/parti4prosentendring",2,2,2,1,1
"http://dbpedia.org/property/parti8stemmer",1,1,1,1,1
"http://dbpedia.org/property/partyArticletitle",209,68,209,1,3
"http://dbpedia.org/property/patternY",1,1,1,1,1
"http://dbpedia.org/property/precipitation",68,39,68,1,1
"http://dbpedia.org/property/satAverage",2,2,2,1,1
"http://dbpedia.org/property/season.",1,1,1,1,1
"http://dbpedia.org/property/secondRider250Country",413,24,413,1,17
"http://dbpedia.org/property/home17player",13,49,49,3,1
"http://dbpedia.org/property/homeQtr",509,265,1685,3,6
"http://dbpedia.org/property/humandevelopmentindex",2,2,2,1,1
"http://dbpedia.org/property/introducing",1,2,2,2,1
"http://dbpedia.org/property/kesseldruck",205,52,218,1,4
"http://dbpedia.org/property/face",2,2,2,1,1
"http://dbpedia.org/property/headLine",10,4,10,1,2
"http://dbpedia.org/property/costPerMagazine",2,1,2,1,2
"http://dbpedia.org/property/createdFor",21,28,30,1,1
"http://dbpedia.org/property/data4Title",41,3,41,1,13
"http://dbpedia.org/property/dateofdeath",11,12,12,1,1
"http://dbpedia.org/property/era2State",79,2,79,1,39
"http://dbpedia.org/property/event3Year",7,44,53,7,1
"http://dbpedia.org/property/exLabel",1,1,1,1,1
"http://dbpedia.org/property/executiveEditor",21,21,21,1,1
"http://dbpedia.org/property/bogWinner",168,225,272,1,1
"http://dbpedia.org/property/candidate6Percent",55,40,124,2,3
"http://dbpedia.org/property/causalAgnets",1,1,1,1,1
"http://dbpedia.org/property/cessation",2,2,2,1,1
"http://dbpedia.org/property/childStars",22,3,22,1,7
"http://dbpedia.org/property/circuitclerk",112,112,112,1,1
"http://dbpedia.org/property/coachlossesa",90,16,90,1,5
"http://dbpedia.org/property/comaffairs",2,5,6,3,1
"http://dbpedia.org/property/stepsons.",1,1,1,1,1
"http://dbpedia.org/property/studentUnionPresident",1,1,1,1,1
"http://dbpedia.org/property/City",1,1,1,1,1
"http://dbpedia.org/property/abbeyWood",27,1,27,1,27
"http://dbpedia.org/property/acCategory",25,3,25,1,8
"http://dbpedia.org/property/adoptiveGrandsons",1,1,1,1,1
"http://dbpedia.org/property/adress",6,8,8,1,1
"http://dbpedia.org/property/peak",86,144,293,3,2
"http://dbpedia.org/property/pointsb",1656,85,1656,1,19
"http://dbpedia.org/property/qb",329,730,1031,3,1
"http://dbpedia.org/property/conferenceTieIns",68,46,125,1,2
"http://dbpedia.org/property/csm",9,4,9,1,2
"http://dbpedia.org/property/formerctenants",1,1,1,1,1
"http://dbpedia.org/property/freeName",10,11,14,1,1
"http://dbpedia.org/property/frontBrake",7,7,7,1,1
"http://dbpedia.org/property/gspotNgc",91,47,92,1,1
"http://dbpedia.org/property/hopmancupresult",65,3,66,1,22
"http://dbpedia.org/property/infoboxColour",74,29,74,1,2
"http://dbpedia.org/property/infraphylumAuthority",2,2,2,1,1
"http://dbpedia.org/property/janRecHighC",1,1,1,1,1
"http://dbpedia.org/property/folateMcg",1,1,1,1,1
"http://dbpedia.org/property/formerteams",28,27,28,1,1
"http://dbpedia.org/property/fsynch",25,10,25,1,2
"http://dbpedia.org/property/gameproDs",3,3,3,1,1
"http://dbpedia.org/property/hamlets",3,1,3,1,3
"http://dbpedia.org/property/harris",211,30,944,4,31
"http://dbpedia.org/property/hikingTrails",48,40,56,1,1
"http://dbpedia.org/property/deanOfStudentServices",1,1,1,1,1
"http://dbpedia.org/property/defensiveLinemen",48,52,54,1,1
"http://dbpedia.org/property/designation2Type",34,16,34,1,2
"http://dbpedia.org/property/electeetype",178,47,179,1,3
"http://dbpedia.org/property/fScoreTop",12,10,14,1,1
"http://dbpedia.org/property/bowlGames",37,5,37,1,7
"http://dbpedia.org/property/broad",14,4,14,1,3
"http://dbpedia.org/property/bulldozers",11,8,11,1,1
"http://dbpedia.org/property/captionTop",8,7,8,1,1
"http://dbpedia.org/property/chieftownsType",1,1,1,1,1
"http://dbpedia.org/property/clearanceAbove",4,4,4,1,1
"http://dbpedia.org/property/collegeMission",1,1,1,1,1
"http://dbpedia.org/property/uphillCapacity",2,2,2,1,1
"http://dbpedia.org/property/vmax",12,47,93,7,1
"http://dbpedia.org/property/1sthand",7,7,7,1,1
"http://dbpedia.org/property/agency4Up",8,2,8,1,4
"http://dbpedia.org/property/aircraft2type",30,11,30,1,2
"http://dbpedia.org/property/apoastron",4,4,4,1,1
"http://dbpedia.org/property/associationLogo",1,1,1,1,1
"http://dbpedia.org/property/narrorator",1,1,1,1,1
"http://dbpedia.org/property/note25NudgeLeft",1,1,1,1,1
"http://dbpedia.org/property/parti1seterendring",2,2,2,1,1
"http://dbpedia.org/property/patno",2,2,2,1,1
"http://dbpedia.org/property/playbackSingers",1,2,2,2,1
"http://dbpedia.org/property/replace",615,494,790,1,1
"http://dbpedia.org/property/ruYear6start",10,9,10,1,1
"http://dbpedia.org/property/season23PlayoffGamesPlayed",1,1,1,1,1
"http://dbpedia.org/property/declaredVenerable",1,1,1,1,1
"http://dbpedia.org/property/discharge3Location",7,7,7,1,1
"http://dbpedia.org/property/keyPersonnel",2,2,2,1,1
"http://dbpedia.org/property/leastDismissalTimeDifference",6,3,6,1,2
"http://dbpedia.org/property/hm23Exit",37,25,38,1,1
"http://dbpedia.org/property/lastparl",33,24,33,1,1
"http://dbpedia.org/property/featIs",158,5,158,1,31
"http://dbpedia.org/property/gedelegeerdBestuurder",1,1,1,1,1
"http://dbpedia.org/property/hairColour",52,17,52,1,3
"http://dbpedia.org/property/coordinateDisplay",18,5,18,1,3
"http://dbpedia.org/property/customLabel",299,235,554,1,2
"http://dbpedia.org/property/dbate",1,1,1,1,1
"http://dbpedia.org/property/domestCups",5,17,17,3,1
"http://dbpedia.org/property/educationExpenditures",1,1,1,1,1
"http://dbpedia.org/property/effectiveRadiatedPower",2959,1253,3263,1,2
"http://dbpedia.org/property/electionsDab",28,3,33,1,11
"http://dbpedia.org/property/bar16Right",3,2,3,1,1
"http://dbpedia.org/property/bar17Right",6,3,6,1,2
"http://dbpedia.org/property/bar6NudgeDown",1,1,1,1,1
"http://dbpedia.org/property/biographyEditor",1,1,1,1,1
"http://dbpedia.org/property/bs",11,6,26,2,4
"http://dbpedia.org/property/cargovalue",20,18,20,1,1
"http://dbpedia.org/property/civilserviceStart",5,5,6,1,1
"http://dbpedia.org/property/2001PvtDwell",1,1,1,1,1
"http://dbpedia.org/property/afternoonSession",1,1,1,1,1
"http://dbpedia.org/property/aircon",86,74,89,1,1
"http://dbpedia.org/property/aj3Concurrencedissent",16,4,16,1,4
"http://dbpedia.org/property/allTimeRecord",6,6,7,1,1
"http://dbpedia.org/property/areaOfResponsibility",1,1,1,1,1
"http://dbpedia.org/property/otherPrograms",1,1,1,1,1
"http://dbpedia.org/property/overlay",13,126,136,10,1
"http://dbpedia.org/property/overlay1tip",6,8,8,1,1
"http://dbpedia.org/property/postal3CodeType",1,1,1,1,1
"http://dbpedia.org/property/previousNames",440,1440,1525,3,1
"http://dbpedia.org/property/rd3Gols01i",11,4,11,1,2
"http://dbpedia.org/property/robustStructThickness",5,5,5,1,1
"http://dbpedia.org/property/specLabel",213,209,233,1,1
"http://dbpedia.org/property/spinoff",1,1,1,1,1
"http://dbpedia.org/property/unrankedSubclassis",1337,19,1342,1,70
"http://dbpedia.org/property/leedCertification",3,2,3,1,1
"http://dbpedia.org/property/lgaPopulationTotal",1,1,1,1,1
"http://dbpedia.org/property/gtXbox",16,11,16,1,1
"http://dbpedia.org/property/headquartersTitle",1,1,1,1,1
"http://dbpedia.org/property/hm24Stat",32,5,33,1,6
"http://dbpedia.org/property/initialFirmware",1,2,2,2,1
"http://dbpedia.org/property/interiorArchitect",2,2,2,1,1
"http://dbpedia.org/property/intlNetwork",5,5,5,1,1
"http://dbpedia.org/property/iproc",98,43,98,1,2
"http://dbpedia.org/property/kanjititlec",26,345,345,13,1
"http://dbpedia.org/property/landingRun",1,1,1,1,1
"http://dbpedia.org/property/entranceList",17,27,28,1,1
"http://dbpedia.org/property/evian",173,64,173,1,2
"http://dbpedia.org/property/familyClan",1,1,1,1,1
"http://dbpedia.org/property/finalFourMvpLink",21,1,21,1,21
"http://dbpedia.org/property/formerChannelNumbers",2026,398,4842,2,12
"http://dbpedia.org/property/classificationWwf",47,6,47,1,7
"http://dbpedia.org/property/clubPresident",7,7,7,1,1
"http://dbpedia.org/property/codeDesigner",1,1,1,1,1
"http://dbpedia.org/property/combatant3b",2,11,11,5,1
"http://dbpedia.org/property/compulsoryEducation",1,1,1,1,1
"http://dbpedia.org/property/consultant",8,7,8,1,1
"http://dbpedia.org/property/currentStationManager",1,1,1,1,1
"http://dbpedia.org/property/dater",5,5,5,1,1
"http://dbpedia.org/property/si",178,173,179,1,1
"http://dbpedia.org/property/signatureAlt",427,302,427,1,1
"http://dbpedia.org/property/sname",2720,2709,2723,1,1
"http://dbpedia.org/property/soundDesign",29,29,32,1,1
"http://dbpedia.org/property/state",104961,2829,115170,1,40
"http://dbpedia.org/property/stateOfExistence",10,11,11,1,1
"http://dbpedia.org/property/stemmaKitX",20,5,20,1,4
"http://dbpedia.org/property/story",8009,8065,10983,1,1
"http://dbpedia.org/property/subdivision",28311,47636,60046,2,1
"http://dbpedia.org/property/subregnum",746,23,747,1,32
"http://dbpedia.org/property/success",233,102,262,1,2
"http://dbpedia.org/property/tenfor",12226,81,16859,1,208
"http://dbpedia.org/property/textcolor",519,64,589,1,9
"http://dbpedia.org/property/thesisTitle",2092,2101,2103,1,1
"http://dbpedia.org/property/timeZone",3595,135,3616,1,26
"http://dbpedia.org/property/topScorer",3548,3796,4478,1,1
"http://dbpedia.org/property/postTown",17547,2913,17641,1,6
"http://dbpedia.org/property/presidentEnd",55,55,56,1,1
"http://dbpedia.org/property/producedDocumentary",58,26,58,1,2
"http://dbpedia.org/property/productionDate",2616,474,2716,1,5
"http://dbpedia.org/property/protoname",68,69,70,1,1
"http://dbpedia.org/property/provinceOfOrigin",22,14,26,1,1
"http://dbpedia.org/property/pushpinLabel",14848,14127,14993,1,1
"http://dbpedia.org/property/r",5235,532,23950,4,45
"http://dbpedia.org/property/r3Number",934,44,940,1,21
"http://dbpedia.org/property/rcb",190,210,251,1,1
"http://dbpedia.org/property/residenceTime",347,237,351,1,1
"http://dbpedia.org/property/rev1score",14331,9666,14449,1,1
"http://dbpedia.org/property/seat2Type",3,3,3,1,1
"http://dbpedia.org/property/selected",38,13,39,1,3
"http://dbpedia.org/property/sepRecordLowF",1498,93,1533,1,16
"http://dbpedia.org/property/shipLaunched",21149,11535,21215,1,1
"http://dbpedia.org/property/shortname",556,529,556,1,1
"http://dbpedia.org/property/small",1452,5,1454,1,290
"http://dbpedia.org/property/sourceElevationImperial",1290,1051,1292,1,1
"http://dbpedia.org/property/species",225422,181737,229518,1,1
